datetime,portfolio_value,cash,return
2022-01-03 09:30:00-05:00,100000.0,100000.0,
2022-01-04 09:30:00-05:00,100000.0,745.3353576660156,0.0
2022-01-05 09:30:00-05:00,100738.53338623047,745.3353576660156,0.007385333862304666
2022-01-06 09:30:00-05:00,99797.6821899414,745.3353576660156,-0.009339536368688672
2022-01-07 09:30:00-05:00,95206.11618041992,745.3353576660156,-0.04600874397846755
2022-01-08 09:30:00-05:00,95486.06951904297,745.3353576660156,0.0029404974160749386
2022-01-10 09:30:00-05:00,95486.06951904297,745.3353576660156,0.0
2022-01-11 09:30:00-05:00,93558.34768676758,745.3353576660156,-0.020188513800863284
2022-01-12 09:30:00-05:00,95675.33625793457,745.3353576660156,0.02262746856383835
2022-01-13 09:30:00-05:00,97993.27987670898,745.3353576660156,0.024227180268542536
2022-01-14 09:30:00-05:00,98189.75877380371,745.3353576660156,0.002005024194944083
2022-01-15 09:30:00-05:00,95207.83535766602,745.3353576660156,-0.030368986067142223
2022-01-18 09:30:00-05:00,95207.83535766602,745.3353576660156,0.0
2022-01-19 09:30:00-05:00,94589.53955078125,745.3353576660156,-0.006494169356566326
2022-01-20 09:30:00-05:00,94822.08972167969,745.3353576660156,0.0024585189018029308
2022-01-21 09:30:00-05:00,94530.4585571289,745.3353576660156,-0.003075561458377174
2022-01-22 09:30:00-05:00,92124.57482910156,745.3353576660156,-0.025450883924077905
2022-01-24 09:30:00-05:00,92124.57482910156,745.3353576660156,0.0
2022-01-25 09:30:00-05:00,87326.22534179688,745.3353576660156,-0.052085445129120056
2022-01-26 09:30:00-05:00,88980.52461242676,745.3353576660156,0.018943899889808824
2022-01-27 09:30:00-05:00,90462.38201904297,745.3353576660156,0.016653727465316237
2022-01-28 09:30:00-05:00,90990.33715820312,745.3353576660156,0.005836184360577867
2022-01-29 09:30:00-05:00,90055.33535766602,745.3353576660156,-0.010275836201281918
2022-01-31 09:30:00-05:00,90055.33535766602,745.3353576660156,0.0
2022-02-01 09:30:00-05:00,92939.36001586914,745.3353576660156,0.03202502824234532
2022-02-02 09:30:00-05:00,95437.98497009277,745.3353576660156,0.02688446481444462
2022-02-03 09:30:00-05:00,105075.55633544922,745.3353576660156,0.10098255289418101
2022-02-04 09:30:00-05:00,100562.99909973145,745.3353576660156,-0.0429458324380565
2022-02-05 09:30:00-05:00,98998.01318359375,745.3353576660156,-0.015562243868499248
2022-02-07 09:30:00-05:00,98998.01318359375,745.3353576660156,0.0
2022-02-08 09:30:00-05:00,99473.4181060791,745.3353576660156,0.004802166298061961
2022-02-09 09:30:00-05:00,96232.32872009277,745.3353576660156,-0.03258246723290448
2022-02-10 09:30:00-05:00,97509.11134338379,745.3353576660156,0.0132677099294225
2022-02-11 09:30:00-05:00,96581.83535766602,745.3353576660156,-0.00950963425820095
2022-02-12 09:30:00-05:00,96066.58535766602,745.3353576660156,-0.005334854096444741
2022-02-14 09:30:00-05:00,96066.58535766602,745.3353576660156,0.0
2022-02-15 09:30:00-05:00,92367.42958068848,745.3353576660156,-0.03850616489807768
2022-02-16 09:30:00-05:00,95188.25350952148,745.3353576660156,0.030539162361001404
2022-02-17 09:30:00-05:00,94473.08625793457,745.3353576660156,-0.007513188079612987
2022-02-18 09:30:00-05:00,94280.38116455078,745.3353576660156,-0.0020397882721610028
2022-02-19 09:30:00-05:00,92142.10205078125,745.3353576660156,-0.022680000731408967
2022-02-22 09:30:00-05:00,92142.10205078125,745.3353576660156,0.0
2022-02-23 09:30:00-05:00,90045.03077697754,745.3353576660156,-0.022759099555249684
2022-02-24 09:30:00-05:00,90796.26930236816,745.3353576660156,0.008342920413357158
2022-02-25 09:30:00-05:00,86620.33535766602,745.3353576660156,-0.045992351632813566
2022-02-26 09:30:00-05:00,92477.35209655762,745.3353576660156,0.06761710993968406
2022-02-28 09:30:00-05:00,92477.35209655762,745.3353576660156,0.0
2022-03-01 09:30:00-05:00,92311.78694152832,745.3353576660156,-0.0017903319166884257
2022-03-02 09:30:00-05:00,93133.09242248535,745.3353576660156,0.008897081382221117
2022-03-03 09:30:00-05:00,93221.20025634766,745.3353576660156,0.0009460421808245023
2022-03-04 09:30:00-05:00,94162.56510925293,745.3353576660156,0.010098184214713202
2022-03-05 09:30:00-05:00,92379.1178894043,745.3353576660156,-0.0189400874729716
2022-03-07 09:30:00-05:00,92379.1178894043,745.3353576660156,0.0
2022-03-08 09:30:00-05:00,91363.38813781738,745.3353576660156,-0.01099523111709011
2022-03-09 09:30:00-05:00,87479.43128967285,745.3353576660156,-0.04251108597555253
2022-03-10 09:30:00-05:00,91017.13116455078,745.3353576660156,0.04044036206823809
2022-03-11 09:30:00-05:00,91060.06866455078,745.3353576660156,0.0004717518499057771
2022-03-12 09:30:00-05:00,92802.98942565918,745.3353576660156,0.019140340949324486
2022-03-14 09:30:00-04:00,90448.98501586914,745.3353576660156,-0.02536560971105073
2022-03-15 09:30:00-04:00,88503.74644470215,745.3353576660156,-0.021506472082861938
2022-03-16 09:30:00-04:00,90742.33535766602,745.3353576660156,0.025293719225349953
2022-03-17 09:30:00-04:00,92336.86177062988,745.3353576660156,0.017572023099019285
2022-03-18 09:30:00-04:00,92723.64520263672,745.3353576660156,0.004188830165872792
2022-03-19 09:30:00-04:00,92723.64520263672,745.3353576660156,0.0
2022-03-21 09:30:00-04:00,94759.57037353516,745.3353576660156,0.021956914727081278
2022-03-22 09:30:00-04:00,94520.83535766602,745.3353576660156,-0.0025193763007584913
2022-03-23 09:30:00-04:00,96333.48762512207,745.3353576660156,0.019177277270106652
2022-03-24 09:30:00-04:00,96425.54747009277,745.3353576660156,0.0009556369985166402
2022-03-25 09:30:00-04:00,98130.33184814453,745.3353576660156,0.01767979983292811
2022-03-26 09:30:00-04:00,98130.33184814453,745.3353576660156,0.0
2022-03-28 09:30:00-04:00,97395.58274841309,745.3353576660156,-0.007487482064856943
2022-03-29 09:30:00-04:00,99096.60380554199,745.3353576660156,0.01746507397078667
2022-03-30 09:30:00-04:00,98897.02200317383,745.3353576660156,-0.0020140125362904104
2022-03-31 09:30:00-04:00,98607.45594787598,745.3353576660156,-0.0029279552552002874
2022-04-01 09:30:00-04:00,96932.2015838623,745.3353576660156,-0.016989124685451884
2022-04-02 09:30:00-04:00,96932.2015838623,745.3353576660156,0.0
2022-04-04 09:30:00-04:00,97491.76232910156,745.3353576660156,0.0057727023228204555
2022-04-05 09:30:00-04:00,99260.79571533203,745.3353576660156,0.018145465257451976
2022-04-06 09:30:00-04:00,96349.28518676758,745.3353576660156,-0.029331928155344578
2022-04-07 09:30:00-04:00,94601.89875793457,745.3353576660156,-0.01813595633268894
2022-04-08 09:30:00-04:00,94349.08535766602,745.3353576660156,-0.0026723924528772036
2022-04-09 09:30:00-04:00,94349.08535766602,745.3353576660156,0.0
2022-04-11 09:30:00-04:00,92047.63116455078,745.3353576660156,-0.024392967715486602
2022-04-12 09:30:00-04:00,91720.27465820312,745.3353576660156,-0.003556381649435947
2022-04-13 09:30:00-04:00,89111.73767089844,745.3353576660156,-0.028440134932275707
2022-04-14 09:30:00-04:00,90501.54571533203,745.3353576660156,0.015596239965225855
2022-04-15 09:30:00-04:00,90501.54571533203,745.3353576660156,0.0
2022-04-18 09:30:00-04:00,88276.00787353516,745.3353576660156,-0.024591158352114673
2022-04-19 09:30:00-04:00,88734.23150634766,745.3353576660156,0.0051908060168393
2022-04-20 09:30:00-04:00,90937.44100952148,745.3353576660156,0.02482930731209665
2022-04-21 09:30:00-04:00,89608.78955078125,745.3353576660156,-0.014610609711363187
2022-04-22 09:30:00-04:00,86620.33535766602,745.3353576660156,-0.033350011847015026
2022-04-23 09:30:00-04:00,86620.33535766602,745.3353576660156,0.0
2022-04-25 09:30:00-04:00,82793.39963531494,745.3353576660156,-0.04418056922256408
2022-04-26 09:30:00-04:00,85074.58535766602,745.3353576660156,0.02755274855724199
2022-04-27 09:30:00-04:00,79319.58711242676,745.3353576660156,-0.06764650360673996
2022-04-28 09:30:00-04:00,81203.33889007568,745.3353576660156,0.023748885316043244
2022-04-29 09:30:00-04:00,81521.42337036133,745.3353576660156,0.003917135485232093
2022-04-30 09:30:00-04:00,81521.42337036133,745.3353576660156,0.0
2022-05-02 09:30:00-04:00,78999.10207366943,745.3353576660156,-0.030940594415687417
2022-05-03 09:30:00-04:00,80962.88993835449,745.3353576660156,0.02485835678048276
2022-05-04 09:30:00-04:00,81813.74115753174,745.3353576660156,0.010509150795198652
2022-05-05 09:30:00-04:00,83336.81688690186,745.3353576660156,0.018616380424865797
2022-05-06 09:30:00-04:00,80106.88642883301,745.3353576660156,-0.03875754532900211
2022-05-07 09:30:00-04:00,80106.88642883301,745.3353576660156,0.0
2022-05-09 09:30:00-04:00,78584.83801269531,745.3353576660156,-0.019000219381761663
2022-05-10 09:30:00-04:00,80465.1566772461,745.3353576660156,0.023927244899926148
2022-05-11 09:30:00-04:00,78864.45066070557,745.3353576660156,-0.01989315727006069
2022-05-12 09:30:00-04:00,77646.74378967285,745.3353576660156,-0.015440504065280192
2022-05-13 09:30:00-04:00,79644.19188690186,745.3353576660156,0.025724814715213595
2022-05-14 09:30:00-04:00,79644.19188690186,745.3353576660156,0.0
2022-05-16 09:30:00-04:00,80014.14520263672,745.3353576660156,0.004645075892793393
2022-05-17 09:30:00-04:00,81280.6284866333,745.3353576660156,0.01582824237875946
2022-05-18 09:30:00-04:00,79913.49995422363,745.3353576660156,-0.01681985680800313
2022-05-19 09:30:00-04:00,77580.10470581055,745.3353576660156,-0.029199012053654383
2022-05-20 09:30:00-04:00,77748.07566070557,745.3353576660156,0.002165129262611476
2022-05-21 09:30:00-04:00,77748.07566070557,745.3353576660156,0.0
2022-05-23 09:30:00-04:00,76386.78079986572,745.3353576660156,-0.017509048928497806
2022-05-24 09:30:00-04:00,73826.67953491211,745.3353576660156,-0.03351497782922819
2022-05-25 09:30:00-04:00,72977.88818359375,745.3353576660156,-0.011497081497712114
2022-05-26 09:30:00-04:00,73602.02814483643,745.3353576660156,0.008552453034438301
2022-05-27 09:30:00-04:00,76170.03343200684,745.3353576660156,0.03489041473309684
2022-05-28 09:30:00-04:00,76170.03343200684,745.3353576660156,0.0
2022-05-31 09:30:00-04:00,78430.60999298096,745.3353576660156,0.029678030310857473
2022-06-01 09:30:00-04:00,79703.27812194824,745.3353576660156,0.016226676409646368
2022-06-02 09:30:00-04:00,79192.49378967285,745.3353576660156,-0.006408573703755027
2022-06-03 09:30:00-04:00,80432.18306732178,745.3353576660156,0.015654126020344883
2022-06-04 09:30:00-04:00,80432.18306732178,745.3353576660156,0.0
2022-06-06 09:30:00-04:00,80947.43306732178,745.3353576660156,0.006406017844483136
2022-06-07 09:30:00-04:00,80195.51316070557,745.3353576660156,-0.009288990127591323
2022-06-08 09:30:00-04:00,81039.49291229248,745.3353576660156,0.01052402707238298
2022-06-09 09:30:00-04:00,80671.94539642334,745.3353576660156,-0.004535412336142408
2022-06-10 09:30:00-04:00,78226.05410766602,745.3353576660156,-0.03031898235177266
2022-06-11 09:30:00-04:00,78226.05410766602,745.3353576660156,0.0
