datetime,portfolio_value,cash,return
2022-04-18 09:30:00-04:00,100000.0,100000.0,
2022-04-19 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-20 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-21 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-22 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-23 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-25 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-26 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-27 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-28 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-29 09:30:00-04:00,100000.0,135183.99963378906,0.0
2022-04-30 09:30:00-04:00,99569.99816894531,135183.99963378906,-0.004300018310546827
2022-05-02 09:30:00-04:00,99569.99816894531,135183.99963378906,0.0
2022-05-03 09:30:00-04:00,100461.99951171875,135183.99963378906,0.008958535293532188
2022-05-04 09:30:00-04:00,100405.99975585938,135183.99963378906,-0.0005574222704262111
2022-05-05 09:30:00-04:00,100319.99816894531,135183.99963378906,-0.0008565383256297077
2022-05-06 09:30:00-04:00,99672.00012207031,135183.99963378906,-0.006459310792487516
2022-05-07 09:30:00-04:00,100105.99975585938,135183.99963378906,0.004354278365614528
2022-05-09 09:30:00-04:00,100105.99975585938,135183.99963378906,0.0
2022-05-10 09:30:00-04:00,100329.99877929688,135183.99963378906,0.0022376183643717518
2022-05-11 09:30:00-04:00,100423.9990234375,135183.99963378906,0.0009369106477057354
2022-05-12 09:30:00-04:00,100682.00073242188,135183.99963378906,0.002569124029049741
2022-05-13 09:30:00-04:00,100769.99816894531,135183.99963378906,0.0008740135861751153
2022-05-14 09:30:00-04:00,101522.00012207031,135183.99963378906,0.007462557971512851
2022-05-16 09:30:00-04:00,101522.00012207031,135183.99963378906,0.0
2022-05-17 09:30:00-04:00,101498.00109863281,135183.99963378906,-0.00023639234263161946
2022-05-18 09:30:00-04:00,101095.99914550781,135183.99963378906,-0.0039606883758660505
2022-05-19 09:30:00-04:00,101382.00073242188,135183.99963378906,0.0028290099443244454
2022-05-20 09:30:00-04:00,100873.9990234375,135183.99963378906,-0.005010768236120566
2022-05-21 09:30:00-04:00,100841.99829101562,135183.99963378906,-0.0003172346960730321
2022-05-23 09:30:00-04:00,100841.99829101562,135183.99963378906,0.0
2022-05-24 09:30:00-04:00,100557.99865722656,135183.99963378906,-0.0028162832807961946
2022-05-25 09:30:00-04:00,100489.99938964844,135183.99963378906,-0.0006762193807169359
2022-05-26 09:30:00-04:00,100626.0009765625,135183.99963378906,0.001353384294358717
2022-05-27 09:30:00-04:00,100757.99865722656,135183.99963378906,0.0013117651440288647
2022-05-28 09:30:00-04:00,100485.99853515625,135183.99963378906,-0.0026995387532025017
2022-05-31 09:30:00-04:00,100485.99853515625,135183.99963378906,0.0
2022-06-01 09:30:00-04:00,100641.99829101562,135183.99963378906,0.0015524526614003609
2022-06-02 09:30:00-04:00,100741.99829101562,135183.99963378906,0.0009936209703511611
2022-06-03 09:30:00-04:00,100451.99890136719,65719.99816894531,-0.0028786344778540807
2022-06-04 09:30:00-04:00,100425.99792480469,65719.99816894531,-0.00025883981251617616
2022-06-06 09:30:00-04:00,100425.99792480469,65719.99816894531,0.0
2022-06-07 09:30:00-04:00,100281.99768066406,65719.99816894531,-0.0014338940823714896
2022-06-08 09:30:00-04:00,100141.99829101562,65719.99816894531,-0.0013960570479882861
2022-06-09 09:30:00-04:00,100297.998046875,65719.99816894531,0.001557785529763711
2022-06-10 09:30:00-04:00,100209.99755859375,65719.99816894531,-0.0008773902769237951
2022-06-11 09:30:00-04:00,99897.998046875,65719.99816894531,-0.0031134569336389584
2022-06-13 09:30:00-04:00,99897.998046875,65719.99816894531,0.0
2022-06-14 09:30:00-04:00,99955.99670410156,65719.99816894531,0.0005805787739545654
