time,strategy,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2022-01-03 09:30:00-05:00,BuyHold,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2022-01-03 09:30:00-05:00,BuyHold,GOOG,buy,market,fill,1,gtc,0.0,1,stock,144.47549438476562,687,0.0
