datetime,portfolio_value,cash,return
2022-04-18 09:30:00-04:00,100000.0,100000.0,
2022-04-19 09:30:00-04:00,100000.0,168488.00048828125,0.0
2022-04-20 09:30:00-04:00,100552.001953125,168488.00048828125,0.00552001953124992
2022-04-21 09:30:00-04:00,99000.0,168488.00048828125,-0.015434819028749991
2022-04-22 09:30:00-04:00,98184.00268554688,168488.00048828125,-0.008242397115688083
2022-04-23 09:30:00-04:00,98491.99829101562,168488.00048828125,0.003136922482730453
2022-04-25 09:30:00-04:00,98491.99829101562,168488.00048828125,0.0
2022-04-26 09:30:00-04:00,99203.99780273438,168488.00048828125,0.007229008691802541
2022-04-27 09:30:00-04:00,98900.0,168488.00048828125,-0.0030643704837265417
2022-04-28 09:30:00-04:00,99120.00122070312,168488.00048828125,0.0022244815035705745
2022-04-29 09:30:00-04:00,98676.0009765625,168488.00048828125,-0.00447942129411405
2022-04-30 09:30:00-04:00,97523.9990234375,168488.00048828125,-0.011674591002108214
2022-05-02 09:30:00-04:00,97523.9990234375,168488.00048828125,0.0
2022-05-03 09:30:00-04:00,99288.00048828125,168488.00048828125,0.018087870498622705
2022-05-04 09:30:00-04:00,100832.00073242188,168488.00048828125,0.015550723516915443
2022-05-05 09:30:00-04:00,101444.00024414062,168488.00048828125,0.006069496858867485
2022-05-06 09:30:00-04:00,99247.998046875,168488.00048828125,-0.021647432987467075
2022-05-07 09:30:00-04:00,100791.99829101562,168488.00048828125,0.015556991319980007
2022-05-09 09:30:00-04:00,100791.99829101562,168488.00048828125,0.0
2022-05-10 09:30:00-04:00,100623.9990234375,168488.00048828125,-0.0016667917138923904
2022-05-11 09:30:00-04:00,99240.00244140625,168488.00048828125,-0.013754140120279756
2022-05-12 09:30:00-04:00,100159.99755859375,168488.00048828125,0.009270406031385292
2022-05-13 09:30:00-04:00,99988.00048828125,168488.00048828125,-0.0017172231879486466
2022-05-14 09:30:00-04:00,100208.00170898438,66068.00231933594,0.002200276229435305
2022-05-16 09:30:00-04:00,100208.00170898438,66068.00231933594,0.0
2022-05-17 09:30:00-04:00,100810.00366210938,66068.00231933594,0.006007523779121726
2022-05-18 09:30:00-04:00,101130.00183105469,66068.00231933594,0.003174269986318645
2022-05-19 09:30:00-04:00,100806.00280761719,66068.00231933594,-0.003203787378336709
2022-05-20 09:30:00-04:00,98568.00231933594,66068.00231933594,-0.022201063686181022
2022-05-21 09:30:00-04:00,98516.00341796875,66068.00231933594,-0.0005275434232574483
2022-05-23 09:30:00-04:00,98516.00341796875,66068.00231933594,0.0
2022-05-24 09:30:00-04:00,98910.00366210938,66068.00231933594,0.003999352698759173
2022-05-25 09:30:00-04:00,99272.00317382812,66068.00231933594,0.0036598877597395774
2022-05-26 09:30:00-04:00,99638.00354003906,66068.00231933594,0.0036868437677242127
2022-05-27 09:30:00-04:00,99860.00366210938,66068.00231933594,0.0022280667434400048
2022-05-28 09:30:00-04:00,100320.00122070312,66068.00231933594,0.004606424411421228
2022-05-31 09:30:00-04:00,100320.00122070312,66068.00231933594,0.0
2022-06-01 09:30:00-04:00,100264.00146484375,66068.00231933594,-0.00055821127569744
2022-06-02 09:30:00-04:00,99704.00085449219,66068.00231933594,-0.005585260932837621
